32273	#sing_sing	cagripicim	lol 18 souls Seemsgood	5022	1491083516708
32274	#sing_sing	itssaint1	VoHiYo	5022	1491083516811
32275	#sing_sing	slachter1980	@Steve_ZomBie hahahah InuyoFace SabaPing SabaPing BegWan	5022	1491083516918
32276	#sing_sing	stanyanev	get outplayed LUL	5022	1491083517002
32277	#sing_sing	holden_caulfield_ua	dude stop saying its rng u fucked up big time	5022	1491083517112
32278	#sing_sing	tychustran	Kreygasm	5044	1491083517233
32279	#sing_sing	taldarantaldaran	"SirCritters, he wanted to deny tower"	5022	1491083517317
32280	#sing_sing	riproo	why not ulti when omnislash ? :D	0	1491083517344
32281	#sing_sing	angellorus	I GOOGLED SINGSING MID WutFace	5022	1491083520021
32282	#sing_sing	holden_caulfield_ua	it was 100 percent free kill after he wasted spin there	5022	1491083525877
32283	#sing_sing	slachter1980	@Angellorus gahhahahah InuyoFace SabaPing SabaPing BegWan	5022	1491083529333
32284	#sing_sing	hikayami	LUL	5022	1491083533980
32285	#sing_sing	sircritters	deny tower or kill jugg... hmmmm	5044	1491083535780
32286	#sing_sing	gmloo	Raider you've changed you've became a loser	5044	1491083535877
32287	#sing_sing	rayn3delu	!shekels	5044	1491083538160
32288	#sing_sing	rayn3delu	no bot no life;(	0	1491083546537
32289	#sing_sing	spookyspectralsequences	Rider... tu as chang??	5044	1491083546612
32290	#sing_sing	kerio92	suddenly 5 people	5022	1491083547303
32291	#sing_sing	tehbotmon	LUL	5044	1491083547488
32292	#sing_sing	riproo	"Rayn3delu, WutFace"	5044	1491083548721
32293	#sing_sing	sofakingbased	2000-03-02	5022	1491083549169
32294	#sing_sing	slachter1980	I GOOGLED SINGSING NOODS WutFace\	5044	1491083549620
32295	#sing_sing	pocket_turk	LUL	4942	1491083553293
32296	#sing_sing	raeque	GG END BabyRage	5044	1491083553378
32297	#sing_sing	cagripicim	Jebaited Jebaited	4942	1491083559121
32298	#sing_sing	dota2theanimatedseries	beyond godlike LUL	5044	1491083560925
32299	#sing_sing	ebinman6969	WASHED UP SHITTER MID EleGiggle	4942	1491083564327
32300	#sing_sing	jerald021	losing to mage again LUL	4942	1491083565701
32301	#sing_sing	the_agg	LUL SING SF LUL	5044	1491083565783
32302	#sing_sing	lawdjaraxxus	ez game	4942	1491083568478
32303	#sing_sing	skimp19	ya llege serranos	5044	1491083568675
32304	#sing_sing	htothec93	you can end	4942	1491083570855
32305	#sing_sing	tychustran	losing to mage lul	4942	1491083571185
32306	#sing_sing	papoi_	Mage > Sing LUL	4942	1491083571771
32307	#sing_sing	doteirox	Report mid	4942	1491083571967
32308	#sing_sing	firststeps877	Ez mid	4942	1491083572062
32309	#sing_sing	goespr	0 l 3	4942	1491083572134
32310	#sing_sing	glodar	gg	4942	1491083574089
32311	#sing_sing	yourworstenema	Mage > Sing LUL	4942	1491083575724
32312	#sing_sing	slachter1980	Mango is thinking omg not again !!!	5044	1491083576577
32313	#sing_sing	stanyanev	retirement plays FeelsBadMan	4942	1491083581308
32314	#sing_sing	moobrub	BrokeBack	4942	1491083581376
32315	#sing_sing	toohottohandelroadto4k	singsingDoge	4942	1491083586614
32316	#sing_sing	pijav	SF Sing Jebaited	4942	1491083586720
32317	#sing_sing	dota2theanimatedseries	12 souls LUL	4942	1491083595120
32318	#sing_sing	summerrampage	everybody knows how to counter a Sf moon2FEELS	4942	1491083601248
32319	#sing_sing	arronwy	losing to mage singsingFeelsbadman	4942	1491083605891
32320	#sing_sing	toohottohandelroadto4k	Sing win Riki game anyone?	4854	1491083618906
32321	#sing_sing	amysimba	sing is black actually	4942	1491083618989
32322	#sing_sing	slachter1980	"at least his items are good, bad for us we cant flame items :D go feed RAMPAGE to enemy :D"	4854	1491083620448
32323	#sing_sing	rulerdux	its ok	4854	1491083634235
32324	#sing_sing	dota2theanimatedseries	sing won riki game yeah	4942	1491083635476
32325	#sing_sing	slachter1980	@TooHotToHandelRoadTo4K yes	4942	1491083635584
32326	#sing_sing	rulerdux	qop will feed him anytime soon	4854	1491083640522
32327	#sing_sing	steve_zombie	anyone who wants to bean me for free FeelsBadMan	4854	1491083642370
32328	#sing_sing	smakmantv	you probably need a mask of madness nathanThinking	4942	1491083643042
32329	#sing_sing	rulerdux	:D	4942	1491083643404
32330	#sing_sing	toohottohandelroadto4k	@Slachter1980 Thx SeemsGood	4854	1491083646096
32331	#sing_sing	spookyspectralsequences	"Steve_ZomBie, singsingBEAN"	4854	1491083650456
32332	#sing_sing	wolftran	KKona	4942	1491083656402
32333	#sing_sing	eyeneed	did lion gank mid?	4854	1491083656977
32334	#sing_sing	lawdjaraxxus	only bkb	4854	1491083657129
32335	#sing_sing	amiyusov	haHAA	4854	1491083665125
32336	#sing_sing	sillux	chat i find u cute <3	4854	1491083665210
32337	#sing_sing	slachter1980	InuyoFace SabaPing SabaPing BegWan	4854	1491083665316
32338	#sing_sing	steve_zombie	"@SpookySpectralSequences, FeelsGoodMan"	4854	1491083665876
32339	#sing_sing	papoi_	ring of aquila + presence of the dark lord FailFish two orbs FailFish	4942	1491083666389
32340	#sing_sing	toohottohandelroadto4k	sheepoMeepo	4854	1491083666646
32341	#sing_sing	llight7	CS LUL	4854	1491083670121
32342	#sing_sing	ebinman6969	CS EleGiggle	4854	1491083672414
32343	#sing_sing	slachter1980	@TooHotToHandelRoadTo4K :D	4854	1491083675998
32344	#sing_sing	spookyspectralsequences	"Steve_ZomBie, singsingBEAN get beaned friccin moron singsingBEAN <3"	4854	1491083679702
32345	#sing_sing	gmloo	HE DOESNT NEED SOULS HE GOT YOURS	4849	1491083682315
32346	#sing_sing	amiyusov	BasedGod is best pepefication of bttv emotes	4849	1491083686432
32347	#sing_sing	yourworstenema	not going midas NotLikeThis	4849	1491083689820
32348	#sing_sing	sczny	MAGE stack LUL	4854	1491083689930
32349	#sing_sing	moobrub	@Steve_ZomBie singsingBEAN Ur welcome	4849	1491083690040
32350	#sing_sing	el_tigre1337	that tp	4854	1491083690351
32351	#sing_sing	fx_imba_krulem	BasedGod	4849	1491083697358
32352	#sing_sing	durudude	!songlist	4849	1491083699653
32353	#sing_sing	banonrich	singsingBEAN singsingBEAN singsingBEAN	4849	1491083705127
32354	#sing_sing	trance1993	??????????	4854	1491083705321
32355	#sing_sing	lawdjaraxxus	lul	4854	1491083706143
32356	#sing_sing	pocket_turk	BasedGod	4849	1491083706360
32357	#sing_sing	durudude	!playlist	4849	1491083707464
32358	#sing_sing	steve_zombie	im getting beaned so hard right now Kreygasm	4849	1491083708396
32359	#sing_sing	slachter1980	Blame Troll for not picking Drow	4849	1491083709953
32360	#sing_sing	eyeneed	did Lion gank mid?	4854	1491083711317
32361	#sing_sing	durudude	!song	4849	1491083714469
32362	#sing_sing	drs_33	blyat`	4849	1491083724945
32363	#sing_sing	szyp	LUL	4849	1491083725029
32364	#sing_sing	trance1993	???? ?????�????	4849	1491083725112
32365	#sing_sing	week_will	Yes he dud	4849	1491083725189
32366	#sing_sing	week_will	did	4849	1491083730698
32367	#sing_sing	amiyusov	LUL	4849	1491083731071
32368	#sing_sing	hnlbot	Welcome back Jumpin0503 (2 months)	4849	1491083732112
32369	#sing_sing	forty_0	deny	4854	1491083732184
32370	#sing_sing	trance1993	?????????????? ?????????	4854	1491083732264
32371	#sing_sing	lawdjaraxxus	yee lion ganked mid with invis rune	4849	1491083732344
32372	#sing_sing	hikayami	double ravage LUL	4849	1491083732427
32373	#sing_sing	amiyusov	PogChamp	4849	1491083733249
32374	#sing_sing	vysethehero	?????? haHAA haHAA haHAA ????	4849	1491083733645
32375	#sing_sing	bajinilas	2 ravages PogChamp	4849	1491083733738
32376	#sing_sing	slachter1980	Blame Troll for not picking Drow YouDontSay	4849	1491083734068
32377	#sing_sing	forty_0	LUL	4849	1491083734599
32378	#sing_sing	amiyusov	LUL	4849	1491083736998
32379	#sing_sing	scootycoolguy	LUL	4849	1491083738158
32380	#sing_sing	kohlingen	LUL	4849	1491083738765
32381	#sing_sing	mvpknd	LUL	4849	1491083739462
32382	#sing_sing	thatguygabe_	LUL	4837	1491083743340
32383	#sing_sing	durgyseal	POISONED	4849	1491083743532
32384	#sing_sing	diegomoraess	LOL	4849	1491083743775
32385	#sing_sing	dota2theanimatedseries	LULU	4849	1491083743882
32386	#sing_sing	the_agg	lul	4849	1491083743958
32387	#sing_sing	echoslam4lyf	HEALTH TALENT LUL	4849	1491083744042
32388	#sing_sing	hjum	so crose	4849	1491083744306
32389	#sing_sing	ebinman6969	GABE BabyRage	4837	1491083746593
32390	#sing_sing	amiyusov	haHAA	4849	1491083747064
32391	#sing_sing	6a6867	singsingBEAN	4837	1491083754185
32392	#sing_sing	llight7	haHAA BEANED	4837	1491083757030
32393	#sing_sing	dragon58902	TIMING LUL	4849	1491083757113
32394	#sing_sing	masiccank	HAHAHA	4837	1491083758551
32395	#sing_sing	hikayami	LUL	4849	1491083758990
32396	#sing_sing	twelvetwenty	singsingBEAN	4837	1491083759237
32397	#sing_sing	ghalander	LOL	4849	1491083759389
32398	#sing_sing	moobrub	singsingBEAN	4837	1491083762930
32399	#sing_sing	izziflyer	haHAA	4849	1491083763026
32400	#sing_sing	alimuminn	?	4849	1491083763122
32401	#sing_sing	masiccank	YOUR MOTHER	4849	1491083763242
32402	#sing_sing	spookyspectralsequences	singsingBEAN	4837	1491083763754
32403	#sing_sing	pabloelmustacheo	j	4849	1491083764112
32404	#sing_sing	madinalake88	singsingBEAN	4837	1491083764422
32405	#sing_sing	peroxydio	322 crit	4849	1491083764550
32406	#sing_sing	valor_now	HAPPY BIRTHDAY SING singsingBEAN	4849	1491083764663
32407	#sing_sing	thatguygabe_	"@ebinman6969, ?"	4849	1491083765274
32408	#sing_sing	takisq	haHAA	4849	1491083767290
32409	#sing_sing	fowxyz	singsingBEAN	4837	1491083771811
32410	#sing_sing	firefrog963	happy birthday man!	4837	1491083772901
32411	#sing_sing	ashinsabu	aw	4849	1491083774269
32412	#sing_sing	thatguygabe_	singsingBEAN	4849	1491083776510
32413	#sing_sing	kinnet_zero	Bang Guard lul	4837	1491083781302
32414	#sing_sing	slachter1980	Blame Troll for not picking Drow (bubu) SabaPing Blame Troll for not picking Drow (bubu) SabaPing Blame Troll for not picking Drow (bubu) SabaPing	4837	1491083789191
32415	#sing_sing	tychustran	bbubububu Kreygasm	4837	1491083789838
32416	#sing_sing	roelypopper	"""slow him with ur shit"" LUL"	4837	1491083795282
32417	#sing_sing	smakmantv	meme haHAA	4837	1491083795956
32418	#sing_sing	amiyusov	HotPokket	4849	1491083799582
32419	#sing_sing	blackout0424	BUBU PLAYS PogChamp	4849	1491083802373
32420	#sing_sing	rulerdux	told you qop will feed !!!	4837	1491083802626
32421	#sing_sing	summerrampage	It's sings birthday? Happy birthday Samsung moon2CUTE	4837	1491083802704
32422	#sing_sing	amysimba	MagE- and Tucker is good friend actually	4849	1491083803197
32423	#sing_sing	mahdy_salad	BALD LINA WutFac	4849	1491083804936
32424	#sing_sing	steve_zombie	haHAA I HATE MEMES haHAA	4849	1491083810279
32425	#sing_sing	gore2106	is this battlecup?	4837	1491083810396
32426	#sing_sing	spookyspectralsequences	TUKRA	4837	1491083810493
32427	#sing_sing	the_agg	0/4 SF 20 MINS LUL	4837	1491083810570
32428	#sing_sing	takisq	haHAA HAPPY BIRTHDAY SAMSUNG haHAA	4837	1491083811448
32429	#sing_sing	kobeb0904	happy birthday dude ??????	4837	1491083815286
32430	#sing_sing	smakmantv	FeelsBirthdayMan HAPPY BIRTHDAY	4849	1491083822466
32431	#sing_sing	angellorus	0/4 4Head	4837	1491083827325
32432	#sing_sing	amiyusov	i wonder what happens on his actually birthday haHAA	4849	1491083832237
32433	#sing_sing	slachter1980	happy birthday SongDong	4837	1491083832333
32434	#sing_sing	tehbotmon	no reason for having tb in inventory with this 80sec cd shit	4849	1491083841892
32435	#sing_sing	amiyusov	actual*	4849	1491083842746
32436	#sing_sing	the_agg	0 / 4Head SF	4849	1491083848608
32437	#sing_sing	spookyspectralsequences	HAPPY BIRTHDAY SINGSING ???? haHAA ????	4849	1491083850966
32438	#sing_sing	tehbotmon	tp	4849	1491083852983
32439	#sing_sing	allie248	happy day of birth my guy	4833	1491083855107
32440	#sing_sing	slachter1980	Mango is not amused with SF performance	4849	1491083855190
32441	#sing_sing	takisq	FeelsBirthdayMan Happy birthday to you FeelsBirthdayMan Happy birthday to you FeelsBirthdayMan Happy birthday dear Samsung FeelsBirthdayMan Happy birthday to you FeelsBirthdayMan	4849	1491083855274
32442	#sing_sing	vysethehero	?????? haHAA haHAA haHAA ????	4833	1491083860403
32443	#sing_sing	moobrub	33 TheIlluminati	4849	1491083863226
32444	#sing_sing	keepoofthalight	Wishing you the best on this special day Sing	4849	1491083875075
32445	#sing_sing	takisq	?????? haHAA ???? haHAA ???? haHAA ????	4833	1491083881465
32446	#sing_sing	steve_zombie	IM AGAINST WAR haHAA ??????	4849	1491083882006
32447	#sing_sing	the_agg	LUL	4833	1491083883869
32448	#sing_sing	lessthantrash	TriHard Fiend	4833	1491083912925
32449	#sing_sing	slachter1980	RlyTho TriHard RlyTho TriHard NinjaGrumpy	4833	1491083913148
32450	#sing_sing	rgindota	Sing stream Kreygasm	4833	1491083919690
32451	#sing_sing	takisq	Am I cool yet ?? ???? haHAA ????	4833	1491083921270
32452	#sing_sing	ebinman6969	bkb before damage 4Head	4833	1491083921544
32453	#sing_sing	nvokn	LUL	4833	1491083922675
32454	#sing_sing	steve_zombie	?????? haHAA ????	4847	1491083928499
32455	#sing_sing	slachter1980	@ebinman6969 Feed before items	4847	1491083936891
32456	#sing_sing	takisq	TriHard	4833	1491083939530
32457	#sing_sing	moobrub	singsingBEAN singsingBEAN	4833	1491083940839
32458	#sing_sing	the_agg	LUL DED	4847	1491083942081
32459	#sing_sing	vysethehero	???? haHAA	4847	1491083942950
32460	#sing_sing	peroxydio	SING SONG PRO PLAYER 8 K FEED	4833	1491083950862
32461	#sing_sing	szyp	0/5 PogChamp	4847	1491083954143
32462	#sing_sing	hi_go	gay	4847	1491083954228
32463	#sing_sing	echoslam4lyf	LUL FEED	4847	1491083954327
32464	#sing_sing	thecrane11	LUL	4847	1491083954542
32465	#sing_sing	syndikat_	LUL	4847	1491083960497
32466	#sing_sing	griswall	NICE ULT	4847	1491083960741
32467	#sing_sing	tehbotmon	he is so tilted	4847	1491083961092
32468	#sing_sing	takisq	haHAA I'm 12 BTW haHAA	4847	1491083961354
32469	#sing_sing	cagripicim	SECURED	4847	1491083961545
32470	#sing_sing	jeb8ed	Wards are waste of money haHAA	4847	1491083961811
32471	#sing_sing	bugigaming	KS LUL	4847	1491083962166
32472	#sing_sing	electronsarapis	Lina LUL	4847	1491083964609
32473	#sing_sing	lawdjaraxxus	sad game for shadow friend	4847	1491083965320
32474	#sing_sing	the_agg	IS HE GONNA QUIT THE STRIM AGAIN THIS LUL ?	4847	1491083965698
32475	#sing_sing	pierdevara	ult lol	4847	1491083965786
32476	#sing_sing	nisarg3	wish he had bkb there LUL	4847	1491083966086
32477	#sing_sing	smakmantv	?????? haHAA I'm Pepe btw	4847	1491083970245
32478	#sing_sing	echoslam4lyf	EleGiggle	4847	1491083975431
32479	#sing_sing	takisq	Deaths are just a number haHAA	4847	1491083978285
32480	#sing_sing	hmpf123	singu tilted LUL	4839	1491083981174
32481	#sing_sing	glodar	bamboe is tilting him LUL	4847	1491083981484
32482	#sing_sing	d4n4n	high impact mid	4839	1491083984431
32483	#sing_sing	thatguygabe_	singsingDoge	4847	1491083987297
32484	#sing_sing	wwwyeyiren	KonCha KonCha KonCha singsingTub singsingTub singsingTub	4839	1491083989406
32485	#sing_sing	amiyusov	MingLee	4847	1491083989939
32486	#sing_sing	merceal	haHAA	4839	1491083999681
32487	#sing_sing	hi_go	gay	4839	1491083999763
32488	#sing_sing	griswall	PJSalt	4847	1491083999857
32489	#sing_sing	cagripicim	WARDS ARE SHIT	4839	1491084002176
32490	#sing_sing	steve_zombie	"@TakiSQ, ???? haHAA ???? im 21 btw"	4847	1491084002279
32491	#sing_sing	felynarn_aleandal	MingLee	4839	1491084003861
32492	#sing_sing	balro0n	go SUP	4847	1491084003961
32493	#sing_sing	moobrub	MingLee	4847	1491084004067
32494	#sing_sing	amiyusov	"death is just a number, and your number is 12 btw haHAA"	4839	1491084007372
32495	#sing_sing	takisq	Am I cool yet ?? ???? haHAA ????	4839	1491084008198
32496	#sing_sing	lawdjaraxxus	troll wards seemsgoodp	4839	1491084011058
32497	#sing_sing	hmpf123	this is the saltest singu I have ever seen	4839	1491084011291
32498	#sing_sing	slachter1980	7000 viewers	4847	1491084019783
32499	#sing_sing	34gl34rrow	MingLee	4839	1491084019862
32500	#sing_sing	maxaagr	Master Bruce Lee	4839	1491084020362
32501	#sing_sing	kerio92	LUL	4839	1491084029522
32502	#sing_sing	amiyusov	LUL	4839	1491084029984
32503	#sing_sing	szyp	LUL	4839	1491084030081
32504	#sing_sing	wwwyeyiren	2 many anime wifu KonCha KonCha singsingTub	4839	1491084030829
32505	#sing_sing	kohlingen	LUL	4839	1491084030945
32506	#sing_sing	lessthantrash	FeelsBadMan	4839	1491084033073
32507	#sing_sing	the_agg	LUL	4839	1491084038160
32508	#sing_sing	moobrub	Jebaited	4839	1491084038239
32509	#sing_sing	syndikat_	322	4839	1491084038314
32510	#sing_sing	yinxee	CS LUL	4839	1491084038401
32511	#sing_sing	blood_4ever	sing is mad !!! why have to be mad it's only game	4839	1491084038481
32512	#sing_sing	i_feed_on_spleen	RITA	4839	1491084038558
32513	#sing_sing	griswall	RAZE 4Head	4839	1491084038652
32514	#sing_sing	sidestepbale	TehePelo TehePelo TehePelo TehePelo	4839	1491084038729
32515	#sing_sing	kohlingen	TehePelo	4839	1491084040309
32516	#sing_sing	devilboyvn	Ani singsong	4831	1491084047889
32517	#sing_sing	sidestepbale	TehePelo TehePelo TehePelo TehePelo	4839	1491084048037
32518	#sing_sing	oleserg	0 ??	4839	1491084048443
32519	#sing_sing	df4evr	0 kills LUL	4831	1491084049415
32520	#sing_sing	nukingfigr	sing held his attack in order to KS LUL	4839	1491084051737
32521	#sing_sing	mrgrumpygils	Scammed	4831	1491084052255
32522	#sing_sing	oleserg	0 5	4839	1491084052407
32523	#sing_sing	takisq	OhMyDog BARK THE WEEBS AWAY OhMyDog	4839	1491084052842
32524	#sing_sing	slachter1980	#changedramamusic or feed more	4831	1491084057375
32525	#sing_sing	bismuth_bro	!mmr	4839	1491084057491
32526	#sing_sing	diomaq87	!song	4831	1491084058684
32527	#sing_sing	kforkappas	get rekt RITA fan LUL	4839	1491084058758
32528	#sing_sing	curs05	KonCha	4831	1491084061003
32529	#sing_sing	the_agg	RAZE LUL	4839	1491084062049
32530	#sing_sing	amiyusov	WTF YAPHETS PogChamp :tf:	4831	1491084064763
32531	#sing_sing	yinxee	"too much weeb music makes your doto bad, looks at EE"	4831	1491084074503
32532	#sing_sing	mrgrumpygils	Get scammed smaul child	4839	1491084074623
32533	#sing_sing	lessthantrash	SF CK Troll in the same team? This 2k avg game? 4Head	4831	1491084075495
32534	#sing_sing	steve_zombie	YAPHETS IN CURRENTYEAR LUL	4831	1491084077513
32535	#sing_sing	bismuth_bro	Doge	4831	1491084080745
32536	#sing_sing	ryxi0	RareParrot	4831	1491084082530
32537	#sing_sing	vronjahmix	KKona	4831	1491084087965
32538	#sing_sing	glodar	whos yapeths 4Head	4831	1491084093262
32539	#sing_sing	slachter1980	#music=2k	4831	1491084093345
32540	#sing_sing	bismuth_bro	RareEnvy	4831	1491084093428
32541	#sing_sing	devilboyvn	its a roaming CK i guess	4831	1491084093506
32542	#sing_sing	calynxx	KKona	4831	1491084098019
32543	#sing_sing	amiyusov	yaphets is almost as good as sing on sf	4831	1491084108056
32544	#sing_sing	iangryagaini	doesnt make it any better	4831	1491084108617
32545	#sing_sing	vysethehero	???? haHAA	4843	1491084114845
32546	#sing_sing	ambdoexious	KKona jesus christ this emote	4843	1491084119403
32547	#sing_sing	ambdoexious	:tf:	4843	1491084122217
32548	#sing_sing	amiyusov	haHAA AngelThump :tf: ariW (puke) :'( LUL KKona NaM D: BasedGod CiGrip FishMoley PedoBear VapeNation	4831	1491084122389
32549	#sing_sing	vtor67	????	4831	1491084123656
32550	#sing_sing	ambdoexious	NaM	4843	1491084129133
32551	#sing_sing	sidestepbale	TehePelo TehePelo TehePelo TehePelo	4831	1491084131526
32552	#sing_sing	smakmantv	PedoBear	4843	1491084133714
32553	#sing_sing	amiyusov	BasedGod ????	4843	1491084137636
32554	#sing_sing	iangryagaini	"yaphets its the mark of ppl who refuse to grow up in dota, life, all shit"	4843	1491084139629
32555	#sing_sing	floirt	FeelsGoodMan	4843	1491084145371
32556	#sing_sing	papoi_	FeelsBirthdayMan	4843	1491084150465
32557	#sing_sing	vronjahmix	SUPEPERSHORTMESSAGE NaM	4843	1491084151673
32558	#sing_sing	glodar	4Head	4843	1491084153245
32559	#sing_sing	blood_4ever	today i fart alot feelsgoodman	4843	1491084166143
32560	#sing_sing	ryxi0	By all that's holy FishMoley	4843	1491084170220
32561	#sing_sing	kinkyw1zard	FeelsGoddMan	4846	1491084174286
32562	#sing_sing	echoslam4lyf	imagine being someone like bamboe who plays dota all day but doesn't make money from it ????	4846	1491084176687
32563	#sing_sing	slachter1980	????????????????????????	4846	1491084176768
32564	#sing_sing	varinius	SUPERALTRIGHTMESSAGE NaM	4843	1491084176851
32565	#sing_sing	kinkyw1zard	????	4846	1491084185485
32566	#sing_sing	suriranyar	super long message is the fastest way to a 24h timeout you can do	4846	1491084189366
32567	#sing_sing	bismuth_bro	FishMoley	4846	1491084189452
32568	#sing_sing	suriranyar	be warned	4846	1491084190559
32569	#sing_sing	adablast	is this battle cuck?	4846	1491084191143
32659	#sing_sing	critsmctits	EZ MID	4917	1491084436126
32570	#sing_sing	skydancer_dota	Man you guys are salty as shit.	4846	1491084199869
32571	#sing_sing	ebinman6969	NO DAMAGE EleGiggle	4846	1491084202819
32572	#sing_sing	slachter1980	????????????????????????????????	4846	1491084207304
32573	#sing_sing	amiyusov	SUPERLONGMESSAGE NaM	4846	1491084207671
32574	#sing_sing	suriranyar	"amiyusov, Kappa"	4846	1491084217178
32575	#sing_sing	steve_zombie	FishMoley BAN FishMoley ONE FishMoley SPERM FishMoley AND FishMoley YOU FishMoley GET FishMoley THE FishMoley LOAD FishMoley	4846	1491084223702
32576	#sing_sing	twitcherinofrappuccino	CS LUL	4846	1491084223785
32577	#sing_sing	tetsuya__san	we are all salty as hell PunOko	4846	1491084224391
32578	#sing_sing	imtotallyimba	song?	4846	1491084227072
32579	#sing_sing	dreamyyyyyyyyy	?	4846	1491084227289
32580	#sing_sing	garylim1999	What's rng?	4846	1491084230410
32581	#sing_sing	echoslam4lyf	FishMoley	4846	1491084235391
32582	#sing_sing	imtotallyimba	Random Number Generator	4854	1491084238869
32583	#sing_sing	hjum	hell is salty ????	4854	1491084246108
32584	#sing_sing	rudu2	wtf is this shity song	4854	1491084246188
32585	#sing_sing	slachter1980	?????????????????????????????????????????????????	4846	1491084246279
32586	#sing_sing	tehbotmon	anyone know the song?	4854	1491084246358
32587	#sing_sing	imtotallyimba	(Luck)	4854	1491084250747
32588	#sing_sing	glodar	?	4854	1491084250861
32589	#sing_sing	garylim1999	Ohh thanks	4854	1491084250941
32590	#sing_sing	yourworstenema	RNGeeesus	4854	1491084253251
32591	#sing_sing	kuzyrii	0/5 Carry mid	4846	1491084253382
